# owner.fqn	M|F	oldName	newName	evidence
# NOTE: files containing nested classes (SExtension$*, WeightedQuadtree$*, Alert4$Data,
# GuiRewindhandlersHandler2$*) have same-named members in the outer and nested class bodies.
# apply_member_renames.py renames *every* declaration line matching an old name in the owner
# file, so the outer-class rows also rewrite the nested declarations (verified: Data2.method1
# got refresh instead of context, Data6.method1 got getConnectedTexture instead of getMethod,
# WeightedQuadtree$Data.method1 got getWeight instead of add). Use a scope-aware applier for
# these files; the nested rows below are the intended per-class mapping and cannot be applied
# with the current file-scoped tool. See notes-members-232.md section 4.
com.moonsworth.lunar.client.util.Vector2dPair	F	field1	position	Vector2d field of the (position,value) pair; Waypoints.method8 does method1().x/.y as screen coords; class-map row ThreadModuleDump81 -> Vector2dPair "generic Vector2d + value pair (waypoint screen position)"
com.moonsworth.lunar.client.util.Vector2dPair	F	field2	value	payload T of the pair; Waypoints.method8 casts method2() to Waypoint
com.moonsworth.lunar.client.util.Vector2dPair	M	method1	getPosition	@NotNull getter of field1 (position); paired with method2 getter
com.moonsworth.lunar.client.util.Vector2dPair	M	method2	getValue	@NotNull getter of field2 (value)
com.moonsworth.lunar.client.util.Vector2f	M	method1	normalize	class-map ThreadModuleDump60: "mutable float x/y vector with set() and normalize() (returns this)"; computes 1/sqrt(x^2+y^2) and scales x/y, returns this
com.moonsworth.lunar.client.util.WeightedQuadtree	F	field1	entry	QuadTreeEntry(bounds,weight) of this node, built in ctor from IntRectangle.method3; all queries read entry.field1/method1
com.moonsworth.lunar.client.util.WeightedQuadtree	F	field2	weight	max weight of this node's own entry; updated by method2/insert via Math.max
com.moonsworth.lunar.client.util.WeightedQuadtree	F	field3	children	4 child WeightedQuadtree nodes created in method3/split along the half-width/half-height grid
com.moonsworth.lunar.client.util.WeightedQuadtree	M	method1	getWeight	max weight covering the query IntRectangle: contained -> this.weight, else max over pending entries (intersects) and children; Float.MIN_VALUE when disjoint (method4=intersects, method5=contains)
com.moonsworth.lunar.client.util.WeightedQuadtree	M	method2	insert	adds a QuadTreeEntry: raises weight, appends to pending list and splits when >5 entries on an axis, else routes into children
com.moonsworth.lunar.client.util.WeightedQuadtree	M	method3	split	halves the node bounds into 4 children (ceil half sizes) and redistributes the pending entries
com.moonsworth.lunar.client.util.WeightedQuadtree	M	method4	insertIntoChild	routes an entry to every intersecting child, or keeps it pending when it overlaps >=2 children
com.moonsworth.lunar.client.util.WeightedQuadtree$Data	F	field1	root	root WeightedQuadtree over (0,0,scaledWidth,scaledHeight) or 1920x1080 fallback via Bridge7Iterator.method151() (GuiResolution)
com.moonsworth.lunar.client.util.WeightedQuadtree$Data	F	field2	overflow	entries not fully contained in the root bounds, kept as a fallback list scanned by method2
com.moonsworth.lunar.client.util.WeightedQuadtree$Data	F	field3	defaultWeight	weight floor passed to the ctor and used as baseline in getWeight
com.moonsworth.lunar.client.util.WeightedQuadtree$Data	F	field4	maxWeight	running maximum weight of all added entries; returned by max()
com.moonsworth.lunar.client.util.WeightedQuadtree$Data	M	method1	add	creates a QuadTreeEntry and inserts it into root when inside bounds, otherwise stores it in overflow; updates maxWeight
com.moonsworth.lunar.client.util.WeightedQuadtree$Data	M	method2	getWeight	max(defaultWeight, root.getWeight(query), matching overflow entries when the query is not contained in the root)
com.moonsworth.lunar.client.util.WeightedQuadtree$QuadTreeEntry	F	field1	bounds	IntRectangle of the entry
com.moonsworth.lunar.client.util.WeightedQuadtree$QuadTreeEntry	F	field2	weight	priority/weight of the entry (used by Math.max in getWeight)
com.moonsworth.lunar.client.util.WeightedQuadtree$QuadTreeEntry	M	method1	getBounds	getter of field1 (paired with the already-named value() weight getter)
com.moonsworth.lunar.client.util.WeightedValue	F	field1	value	payload T; method2() is its getter and is the value polled by SkyblockGlaciteCommissions Dijkstra queue
com.moonsworth.lunar.client.util.WeightedValue	F	field2	cost	float sorting key; compareTo does Float.compare(this.field2, other.field2); already-named value() returns it
com.moonsworth.lunar.client.util.WeightedValue	M	method1	compareTo	Comparable<WeightedValue<T>> override; compares field2 (cost) only -> Dijkstra priority queue ordering
com.moonsworth.lunar.client.util.WeightedValue	M	method2	getValue	getter of field1 (payload)
com.moonsworth.lunar.client.util.alert.Alert	F	field1	MAX_IDLE_MILLIS	60000L ms mirror of field3; texture downgrade idle threshold
com.moonsworth.lunar.client.util.alert.Alert	F	field2	MIN_IDLE_MILLIS	15000 ms mirror of field4; ramp start for the downgrade factor
com.moonsworth.lunar.client.util.alert.Alert	F	field3	MAX_IDLE_NANOS	60000000000L ns: Util_2.method7 downgrades a texture once now()-field6 exceeds this
com.moonsworth.lunar.client.util.alert.Alert	F	field4	MIN_IDLE_NANOS	15000000000L ns: below this the downgrade factor is 0
com.moonsworth.lunar.client.util.alert.Alert	F	field5	residentSize	resident byte size of the tracked texture; lombok getter method5()/setter method4(int); Util_2.method4 reads it before replacing
com.moonsworth.lunar.client.util.alert.Alert	F	field6	lastUseNanos	System.nanoTime() of the last use/completion; reset by method1() from ctor and Util_2.method5
com.moonsworth.lunar.client.util.alert.Alert	M	method1	reset	stamps lastUseNanos = System.nanoTime(); called from the ctor and when a texture completes loading (Util_2.method5)
com.moonsworth.lunar.client.util.alert.Alert	M	method2	isIdle	now - lastUseNanos >= 60s; Util_2.method7 schedules the texture for LOW quality when true
com.moonsworth.lunar.client.util.alert.Alert	M	method3	getIdleFactor	1.0 when idle >60s, 0.0 when <15s, else elapsedMinutes/45000; sort key for downgrade candidates (Util_2.method7 Comparator.reversed)
com.moonsworth.lunar.client.util.alert.Alert	M	method4	setResidentSize	lombok @Setter for field5 (residentSize)
com.moonsworth.lunar.client.util.alert.Alert	M	method5	getResidentSize	lombok @Getter for field5; also summed when a downgrade batch is collected
com.moonsworth.lunar.client.util.alert.Alert2	F	field1	DEFAULT_SCALE	=8: default sprite scale used by the cloak slicer (17*scale/22*scale); Alert4.getScaleFactor returns the same 8
com.moonsworth.lunar.client.util.alert.Alert2	M	method1	sliceTexture	entry point(BufferedImage,quality,slicedCloak,scale): sliced -> resizeSliced, LOW -> resizeLowQuality, else identity; called by TextureLoadTask.processImage
com.moonsworth.lunar.client.util.alert.Alert2	M	method2	isCloakTexture	ResourceLocation membership in CosmeticManager.method70() cloak set; SimpleTextureMixin.lunar$sliceCloakTexture_v1_7/v1_8 redirects
