package	old	new	evidence	file
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl2	EventMouseOverAttack	clickMouse HEAD attack event carrying the objectMouseOver target (MOP); Killsounds reads it for MELEE kills. Tree copy of event/fishing/EventAttack (canonical name); variant keeps simple names unique
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl3	EventEntityHealthChange	EntityLivingBase.setHealth event (entity, old, new); GuiRewindhandlers6 diffs the values into damage/heal. Tree copy of EventEntityHealthUpdate
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl4	EventEnchantCriticalHit	cancellable HEAD of EntityPlayerSP.onEnchantmentCritical(Entity). Tree copy of EventEnchantmentCriticalHit
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl5	EventCameraEyeHeight	EntityRenderer.orientCamera eye height (eyeHeight + 0.08F); Onesevenvisuals drives the 1.7 sneak animation. Tree copy of EventEyeHeight
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl6	EventLocalDeath	empty EntityPlayerSP.onLivingUpdate death event; TotemCounter clears and Waypoints drops a playerDeath marker. Tree copy of EventLocalPlayerDeath
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl7	EventCollisionBoxes	RETURN of World.getCollisionBoxes with the mutable AABB list; ServerBorders appends border boxes. Tree copy of EventEntityCollisionBoxes
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl8	EventMeleeCriticalHit	cancellable HEAD of EntityPlayerSP.onCriticalHit(Entity). Tree copy of EventCriticalHit
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl9	EventPlayerPreRender	RenderPlayer.doRender via TEST/MONITOR factory (player, x/y/z, partialTicks, buffers); RewindHandlers3Updater cancels for the spectated self. Tree copy of EventPreRenderPlayer
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl10	EventPlayerDamaged	(player, DamageSource) after attackEntityFrom; GuiRewindhandlers6 counts hits. Tree copy of EventPlayerReceiveDamage
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl11	EventEntityStatusUpdate	TAIL of NetHandlerPlayClient.handleEntityStatus (entity, S19 opcode); Shields/Combo/ReachDisplay read codes 2/29/30. Tree copy of EventEntityStatus
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl12	EventEntityRemoval	TAIL of World.removeEntity for non-player/non-projectile entities; hologram/slayer listeners untrack. Tree copy of EventEntityRemove
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl13	EventPlayerModelRender	RenderPlayer.renderModel (player, Matrix4f modelMatrix, model, partialTicks). Tree copy of EventRenderPlayerModel
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl14	EventMouseDelta	cancellable mouse-delta event (dx/dy); Freelook/SkyblockLockMouse/RewindHandlers3Updater consume it. Tree copy of EventMouseMove
com.moonsworth.lunar.client.highlight.fishing	HighlightImpl142	EventSleepAttempt	bed-sleep attempt (player, BlockPos, OK/NOT_POSSIBLE_HERE/NOW/TOO_FAR_AWAY/OTHER_PROBLEM/NOT_SAFE). Tree copy of EventPlayerSleep
