com.moonsworth.lunar.client.cosmetics.inactive.mixin.colorsaturation	Colorsaturation	com.moonsworth.lunar.client.cosmetics.inactive.mixin.colorsaturation	ModelMatrixStack	Push/pop stack of Matrix4f+Matrix3f with translate/scale/rotate helpers for IBoneSerializer and CubeMesh; the model-baking transform stack used by Rewindhandlers2_2/Fov11	com/moonsworth/lunar/client/cosmetics/inactive/mixin/colorsaturation/Colorsaturation.java
com.moonsworth.lunar.client.cosmetics.inactive.mixin.colorsaturation.mixin	Colorsaturation	com.moonsworth.lunar.client.cosmetics.inactive.mixin.colorsaturation.mixin	AnimationKeyframeParser	Parses Bedrock/Gecko animation keyframe maps into GeckoLib VectorKeyFrameList (easing/easingArgs, radians for rotation) and Molang Evaluatables; used by AnimationJsonParser	com/moonsworth/lunar/client/cosmetics/inactive/mixin/colorsaturation/mixin/Colorsaturation.java
com.moonsworth.lunar.client.cosmetics.inactive.mixin.fishing	Fishing	com.moonsworth.lunar.client.cosmetics.inactive.mixin.fishing	InactiveTask	Task interface of the inactive-cosmetic animation system (isCancellable/start/stop/duration/tick over Inactive3+Holograms3Handler); implemented by AbstractTask/AbstractTimedTask/MoveToOwnerTask/FishingHandler and held by FishingType.taskClass	com/moonsworth/lunar/client/cosmetics/inactive/mixin/fishing/Fishing.java
com.moonsworth.lunar.client.driver.core.gui	Annotation	com.moonsworth.lunar.client.driver.core.gui	JsonSection	RUNTIME method annotation whose value() is a JSON section key ("settings","categories","friends","accounts"); applied to methods returning JsonProvider/JsonElement/toString for the driver GUI	com/moonsworth/lunar/client/driver/core/gui/Annotation.java
com.moonsworth.lunar.client.driver.holograms	ColorsaturationExtension	com.moonsworth.lunar.client.driver.holograms	CosmeticHighlightShader	ShaderDefinition implementation id "cosmetic_highlight": uniforms HighlightColor/Resolution, samplers CosmeticDepth/SceneDepth, alpha-cutout 0.0F	com/moonsworth/lunar/client/driver/holograms/ColorsaturationExtension.java
com.moonsworth.lunar.client.framework.feature.menublur	ColorsaturationExtension	com.moonsworth.lunar.client.framework.feature.menublur	MenuBlurShader	ShaderDefinition implementation id "menu_blur": BlurDir/Radius/OneTexel/Progress uniforms	com/moonsworth/lunar/client/framework/feature/menublur/ColorsaturationExtension.java
com.moonsworth.lunar.client.framework.feature.minimap	Minimap	com.moonsworth.lunar.client.framework.feature.minimap	MinimapMap	Minimap map object: chunk colour-map cache + region files, GL texture/framebuffer and update queue; exposed by the mod as method29() and passed to every Minimap*Provider	com/moonsworth/lunar/client/framework/feature/minimap/Minimap.java
com.moonsworth.lunar.client.framework.feature.minimap.mixin	Minimap	com.moonsworth.lunar.client.framework.feature.minimap.mixin	BoneTransform	Record whose bootstrap component names are rotation;scale;rootOnly (Vector3f/float/boolean); orphan class (no source or jar references) so named from its shape	com/moonsworth/lunar/client/framework/feature/minimap/mixin/Minimap.java
com.moonsworth.lunar.client.framework.feature.mod	MixinHelper	com.moonsworth.lunar.client.framework.feature.mod	GuiRenderer	GUI render framework singleton (MixinHelper.field1): start/end frame, render-state stack, WidgetStateCache/ScissorStack/scaled text/item/slot/box/panel renderers, MouseInput/KeyboardInput/ScrollAnimator	com/moonsworth/lunar/client/framework/feature/mod/MixinHelper.java
com.moonsworth.lunar.client.framework.feature.mod.fishing	Fishing	com.moonsworth.lunar.client.framework.feature.mod.fishing	GlaciteTunnelGraph	glacite-tunnels.json: UndirectedGraph<Fishing2> plus precomputed Map<UnorderedPair,Float> edge weights and getWeight(a,b); loaded by Module.method10() for Glacite Tunnels pathing	com/moonsworth/lunar/client/framework/feature/mod/fishing/Fishing.java
com.moonsworth.lunar.client.framework.feature.mod.fishing.chest	Chest	com.moonsworth.lunar.client.framework.feature.mod.fishing.chest	NpcLocations	important-npc-locations.json: island name -> List<Vector3d> NPC positions; consumed by SkyblockHidePlayersNearNpc	com/moonsworth/lunar/client/framework/feature/mod/fishing/chest/Chest.java
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Click	com.moonsworth.lunar.client.framework.feature.mod.fishing.click	WorldRenderUtils	Static world-render toolbox (~60 methods): coloured boxes/outlines/beams/lines/billboards/labels; used by Calculator, Burrow, RouteRenderer, pathfinding debug and rewind handlers	com/moonsworth/lunar/client/framework/feature/mod/fishing/click/Click.java
com.moonsworth.lunar.client.framework.feature.mod.fishing.click	JsonDeserializerImpl	com.moonsworth.lunar.client.framework.feature.mod.fishing.click	Vec3iDeserializer	Gson adapter for Vec3iBridge from "x,y,z" strings; registered in Module for Vec3iBridge.class	com/moonsworth/lunar/client/framework/feature/mod/fishing/click/JsonDeserializerImpl.java
com.moonsworth.lunar.client.framework.feature.mod.fishing.colorsaturation	Colorsaturation	com.moonsworth.lunar.client.framework.feature.mod.fishing.colorsaturation	MinionXpData	minions.json data: categories (minion name -> category key) and xp (item id -> xp per item); used by SkyblockEnhancedMinionMenu to compute minion XP/levels	com/moonsworth/lunar/client/framework/feature/mod/fishing/colorsaturation/Colorsaturation.java
com.moonsworth.lunar.client.framework.feature.mod.fishing.coordinates	Coordinates	com.moonsworth.lunar.client.framework.feature.mod.fishing.coordinates	SkillLevelCalculator	Static XP->level math for skills/runecrafting/social/pet100/pet200/catacombs from the max-levels.json arrays; used by SkillXpListener and SkyblockPartyFinder	com/moonsworth/lunar/client/framework/feature/mod/fishing/coordinates/Coordinates.java
com.moonsworth.lunar.client.framework.feature.mod.fishing.coordinates.mixin	Coordinates	com.moonsworth.lunar.client.framework.feature.mod.fishing.coordinates.mixin	MaxLevels	max-levels.json holder: Object2IntOpenHashMap<CoordinatesType> + Object2IntOpenHashMap<String>; returned by Module.method24() and queried by SkillLevelCalculator	com/moonsworth/lunar/client/framework/feature/mod/fishing/coordinates/mixin/Coordinates.java
com.moonsworth.lunar.client.framework.feature.mod.fishing.mixin	Fishing	com.moonsworth.lunar.client.framework.feature.mod.fishing.mixin	MetalDetectorTreasureMap	Map<MetalDetectorTreasureType,Set<Vector3ic>> of relative treasure offsets; built by MetalDetectorLocationsDeserializer, consumed by SkyblockMetalDetector	com/moonsworth/lunar/client/framework/feature/mod/fishing/mixin/Fishing.java
com.moonsworth.lunar.client.framework.feature.mod.fishing.nameplate	JsonDeserializerImpl	com.moonsworth.lunar.client.framework.feature.mod.fishing.nameplate	VisitorTrackerDeserializer	Gson adapter for SkyblockVisitorTrackerHud.Data from the visitor JSON (total/accepted/denied/gardenXP/farmingXP/copper/bits/rarities); registered by the HUD class	com/moonsworth/lunar/client/framework/feature/mod/fishing/nameplate/JsonDeserializerImpl.java
com.moonsworth.lunar.client.framework.feature.mod.gui	Bridge7Iterator	com.moonsworth.lunar.client.framework.feature.mod.gui	InventoryButtonsEditor	Skyblock inventory-buttons editor screen: edits HighlightButton size/scale/shape/colors/command/hover/item with live preview; language path .skyblockInventoryButtonsEditor	com/moonsworth/lunar/client/framework/feature/mod/gui/Bridge7Iterator.java
com.moonsworth.lunar.client.framework.feature.mod.gui.mixin	Bridge7Iterator	com.moonsworth.lunar.client.framework.feature.mod.gui.mixin	DungeonWaypointShareScreen	Dungeon waypoint share screen: room/boss-floor selection, export/import string and zip, language path .dungeonWaypointShare	com/moonsworth/lunar/client/framework/feature/mod/gui/mixin/Bridge7Iterator.java
com.moonsworth.lunar.client.framework.feature.mod.holograms.fishing.mixin	Fishing	com.moonsworth.lunar.client.framework.feature.mod.holograms.fishing.mixin	GiftRecord	Winter-gift record cached per armor stand by GiftTracker: gift stand, From:/To: stands+names, fromSelf/toSelf flags; method1() = !fromSelf && !toSelf	com/moonsworth/lunar/client/framework/feature/mod/holograms/fishing/mixin/Fishing.java
com.moonsworth.lunar.client.framework.feature.mod.impl.chest.dungeon.dungeonwaypoints	JsonDeserializerImpl	com.moonsworth.lunar.client.framework.feature.mod.impl.chest.dungeon.dungeonwaypoints	LegacyDungeonWaypointDeserializer	Gson adapter for the legacy Dungeonwaypoints format ("pos" string + color/showThroughWalls); registered for Dungeonwaypoints.class in Module	com/moonsworth/lunar/client/framework/feature/mod/impl/chest/dungeon/dungeonwaypoints/JsonDeserializerImpl.java
com.moonsworth.lunar.client.framework.feature.motionblur	ColorsaturationExtension	com.moonsworth.lunar.client.framework.feature.motionblur	MotionBlurShader	ShaderDefinition implementation id "motion_blur": PrevSampler sampler + Phosphor vec3 uniform	com/moonsworth/lunar/client/framework/feature/motionblur/ColorsaturationExtension.java
com.moonsworth.lunar.client.framework.feature.quickplay.mixin	Bridge7Iterator	com.moonsworth.lunar.client.framework.feature.quickplay.mixin	QuickplayOverlay	Quickplay options overlay: favorite toggle + keybind binding + done; method133 returns "Quickplay Overlay"	com/moonsworth/lunar/client/framework/feature/quickplay/mixin/Bridge7Iterator.java
com.moonsworth.lunar.client.framework.feature.waila	Waila	com.moonsworth.lunar.client.framework.feature.waila	WailaComponent	Element interface (getWidth/getHeight/render) implemented by every *WailaComponent, VerticalWailaGroup, WailaHandler and WailaIterator	com/moonsworth/lunar/client/framework/feature/waila/Waila.java
com.moonsworth.lunar.client.framework.feature.waila.mixin	Waila	com.moonsworth.lunar.client.framework.feature.waila.mixin	WailaRow	Horizontal WAILA row: list of elements plus scale, lays them out left to right; toString "WAILARow(elements=..., scale=...)"	com/moonsworth/lunar/client/framework/feature/waila/mixin/Waila.java
com.moonsworth.lunar.client.framework.listener	Annotation	com.moonsworth.lunar.client.framework.listener	RequiresDynamicListener	Method annotation carrying DynamicListenerIsEnabled.Type; applied to option getters (LightingExtension4, GuiRewindhandlers2Extension2) whose value is only meaningful while that dynamic listener is enabled	com/moonsworth/lunar/client/framework/listener/Annotation.java
com.moonsworth.lunar.client.mod.hud	Coordinates	com.moonsworth.lunar.client.mod.hud	CoordinatesHud	The coordinates HUD mod (getId "COORDINATES"): X/Y/Z/C/biome/direction child mods, background/border/copy-coords settings	com/moonsworth/lunar/client/mod/hud/Coordinates.java
com.moonsworth.lunar.client.mod.hud	Waila	com.moonsworth.lunar.client.mod.hud	WailaHud	The WAILA (What Am I Looking At) HUD mod: block coords/correct tool/break time/light level/entities/cosmetics settings and render context	com/moonsworth/lunar/client/mod/hud/Waila.java
com.moonsworth.lunar.client.mod.misc	Rewind	com.moonsworth.lunar.client.mod.misc	RewindMod	The Rewind recording/replay mod (getId "REWIND"): record/pause/marker keys, shadow rewind, mic+system audio, validates and opens RewindHandlers	com/moonsworth/lunar/client/mod/misc/Rewind.java
com.moonsworth.lunar.client.mod.render	Minimap	com.moonsworth.lunar.client.mod.render	MinimapMod	The minimap HUD mod (shape/markers/waypoints/entity-marker settings, Ref...method94()), owns the MinimapMap and the render/marker providers	com/moonsworth/lunar/client/mod/render/Minimap.java
com.moonsworth.lunar.client.render.particle	Glintcolorizer2Base	com.moonsworth.lunar.client.render.particle	BedrockComponentAppearanceBillboard	Upstream Blockbuster Bedrock component: size/facing_camera_mode/uv+flipbook, calculateUVs w/h; registered by JsonDeserializerIterator under minecraft:particle_appearance_billboard	com/moonsworth/lunar/client/render/particle/Glintcolorizer2Base.java
com.moonsworth.lunar.client.render.particle	Glintcolorizer2Base2	com.moonsworth.lunar.client.render.particle	BedrockComponentAppearanceTinting	Upstream Blockbuster component: Tint color from "color"; registered under minecraft:particle_appearance_tinting, sorting index -10	com/moonsworth/lunar/client/render/particle/Glintcolorizer2Base2.java
com.moonsworth.lunar.client.render.particle	Glintcolorizer2Base3	com.moonsworth.lunar.client.render.particle	SSFunction	mclib.math.functions.SSFunction: string-in/string-out function base ("cannot receive number arguments", stringValue(), booleanValue = equalsIgnoreCase("true"))	com/moonsworth/lunar/client/render/particle/Glintcolorizer2Base3.java
com.moonsworth.lunar.client.render.particle	Glintcolorizer2Base4	com.moonsworth.lunar.client.render.particle	Cos	mclib.math.functions.trig.Cos: Math.cos(arg0); MathBuilder registers it as function "cos"	com/moonsworth/lunar/client/render/particle/Glintcolorizer2Base4.java
com.moonsworth.lunar.client.render.particle	Glintcolorizer2Base42	com.moonsworth.lunar.client.render.particle	Abs	mclib.math.functions.classic.Abs: Math.abs(arg0); MathBuilder registers it as "abs"	com/moonsworth/lunar/client/render/particle/Glintcolorizer2Base42.java
com.moonsworth.lunar.client.render.particle	Glintcolorizer2Base43	com.moonsworth.lunar.client.render.particle	Exp	mclib.math.functions.classic.Exp: Math.exp(arg0); MathBuilder registers it as "exp"	com/moonsworth/lunar/client/render/particle/Glintcolorizer2Base43.java
com.moonsworth.lunar.client.render.particle	Glintcolorizer2Base44	com.moonsworth.lunar.client.render.particle	Min	mclib.math.functions.limit.Min: Math.min(arg0,arg1); MathBuilder registers it as "min"	com/moonsworth/lunar/client/render/particle/Glintcolorizer2Base44.java
com.moonsworth.lunar.client.render.particle	Glintcolorizer2Impl	com.moonsworth.lunar.client.render.particle	BedrockComponentParticleLifetime	Upstream Blockbuster component: expiration_expression/max_lifetime -> particle.lifetime; registered under minecraft:particle_lifetime_expression, sorting index 1000	com/moonsworth/lunar/client/render/particle/Glintcolorizer2Impl.java
