package	old	new	evidence	file
com.moonsworth.lunar.client.framework.feature.rewind.gui	Gui2	AngleUtils	angle helpers: method1(value0,value2) shifts value0 by +/-360 when the gap exceeds 180, method2(value0) normalises to [0,360); camera/orientation interpolation in the replay editor
com.moonsworth.lunar.client.framework.feature.rewind.gui	Gui2_2	TrackCollection	the timeline "tracks" object (Highlight_3 @SerializedName("tracks")): Iterable<Gui_2<?>> holding the effect/gameplay/audio track sets plus the shared layer map; registered as a Gson type adapter in Rewind2_3
com.moonsworth.lunar.client.framework.feature.rewind.gui	Gui3	ProgressListener	callback interface for long-running export/FFmpeg work: onStart(), method1(done,total,percent), method2()=complete, method3(msg,ex)=error, onMessage(msg); anonymous impl in ExportSettingsPanel, passed to RewindhandlersNameplate2 (FFmpeg downloader)
com.moonsworth.lunar.client.framework.feature.rewind.gui	Gui5	PathUtils	static path helpers: method1(Path,Path) relativises with a fallback, method2(File,File) returns a forward-slash relative path string; builds the "path" fields of resource-pack/media JSON
com.moonsworth.lunar.client.framework.feature.rewind.gui	Gui6	EntityPositionApplier	interface whose default method1(Nameplate3,x,y,z,onGround) applies a recorded position to the client player (previous pos, setPos, lerpTo, setOnGround, calculateEntityAnimation); implemented by replay position packets Nameplate2Impl16/17
com.moonsworth.lunar.client.framework.feature.rewind.gui	Gui7	ReplayLocation	immutable (ReplayEnvironment, String value) pair; Nameplate4.toString() labels the field "currentLocation"; serialised by nameplate/mixin/Nameplate2Impl and recorded by RewindhandlersNameplateCoreImpl12
com.moonsworth.lunar.client.framework.feature.rewind.gui	GuiImpl2	SoundTrack	Gui_2 subclass whose type() is "audio"; the audio track category ("audios") of TrackCollection
com.moonsworth.lunar.client.framework.feature.rewind.gui	GuiImpl3	GameplayTrack	Gui_2 subclass whose type() is "gameplay"; the gameplay track category ("gameplay") of TrackCollection
com.moonsworth.lunar.client.framework.feature.rewind.gui	GuiType2	AudioSampleFormat	OpenAL sample-format enum MONO8/MONO16/STEREO8/STEREO16 (alFormat, channels, bytesPerSample) with getFormat(channels,bytes); used by AudioStream and Rewindhandlers2Impl
com.moonsworth.lunar.client.framework.feature.rewind.gui	GuiType3	KeybindAction	replay keybind-state enum TAB/ZOOM/F1, stored as Map<KeybindAction,Boolean> "keybinds" in Nameplate4 and recorded by RewindhandlersNameplateCoreImpl7
com.moonsworth.lunar.client.framework.feature.rewind.gui	GuiType4	ReplayEnvironment	replay environment enum LIVE_EXPERIENCE("liveExperience")/HOSTED_WORLD("hostedWorld")/SINGLEPLAYER("singleplayer")/MULTIPLAYER("multiplayer"); the environment half of ReplayLocation
com.moonsworth.lunar.client.framework.feature.rewind.gui	Gui_2	Track	abstract timeline track (Gson fields id/layers/type/showKeyframes/enabled) owning a Layer (Highlight<T>) of keyframe segments; subclasses EffectTrack (GuiImpl), SoundTrack (GuiImpl2), GameplayTrack (GuiImpl3)
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlersNameplateCore.mixin	RewindhandlersNameplateCoreImpl2	KeyframeRecorder	tick recorder that starts a new replay segment (RewindIterator_2.method6) once the elapsed tick exceeds the configured keyframe interval (Gui2Extension.getMs) and auto-saves every 300000 ms
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlersNameplateCore.mixin	RewindhandlersNameplateCoreImpl3	GuiStateRecorder	records GUI interaction: screen change/open, container-slot stage, marker input and key input (Nameplate2Impl/2/3/4/5/6/7)
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlersNameplateCore.mixin	RewindhandlersNameplateCoreImpl4	CosmeticsRecorder	per-tick recorder that pushes the local player's cosmetics/outfit state (Client.method109().method53() == fog.holograms.Holograms12.method25) while recording
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlersNameplateCore.mixin	RewindhandlersNameplateCoreImpl5	ScoreboardRecorder	records the current scoreboard/sidebar JSON (GuiRewindhandlersHandler23.field7.method7()) as Nameplate2Impl2
