com.moonsworth.lunar.client.event	HighlightImpl	com.moonsworth.lunar.client.event	CancellableEvent	base event with cancel()/isCancelled(); LunarEventBus.method13 skips cancelled events (LunarEventBus:333); 60+ subclasses (EventCriticalHit, EventPluginMessage, ...)	com/moonsworth/lunar/client/event/HighlightImpl.java
com.moonsworth.lunar.client.event.fishing	HighlightImpl	com.moonsworth.lunar.client.event.fishing	EventPotionThrow	(EntityPlayerBridge, ItemStackBridge); fired at HEAD of ItemPotion.onItemRightClick (legacy ItemPotionThrowMixin:29, jar ItemPotionMixin2/ItemSplashPotionMixin); PlayerStatTracker.method10 counts potion effects of the local player	com/moonsworth/lunar/client/event/fishing/HighlightImpl.java
com.moonsworth.lunar.client.event.mixin	HighlightImpl	com.moonsworth.lunar.client.event.mixin	EventChatMessage	abstract mutable chat-message event (Component + cached plain text, isChanged()/method1(Component)); Data subclass fired from GuiNewChatMessageMixin.lunar$handleChatMessage; ChatFilter/ChatEmojiTransformer/HypixelLocationListener/HypixelPartyTracker rewrite or parse it	com/moonsworth/lunar/client/event/mixin/HighlightImpl.java
com.moonsworth.lunar.client.event.mixin.fishing	HighlightImpl	com.moonsworth.lunar.client.event.mixin.fishing	EventDropItem	(boolean dropAll); fired from EntityPlayerSP.dropOneItem/dropItem(Z) (legacy EntityPlayerSPEventMixin:177, jar EntityPlayerSPMixin2/EntityClientPlayerMPMixin lunar$dropItemEvent); replayed by RewindRecorder -> PlayerStateRecorder.method19	com/moonsworth/lunar/client/event/mixin/fishing/HighlightImpl.java
com.moonsworth.lunar.client.event.mixin.fishing.mixin	HighlightImpl	com.moonsworth.lunar.client.event.mixin.fishing.mixin	EventUseItemOnBlock	(Vector3i blockPos, int face, int hitOffset, Vector3d hitVec, boolean, boolean); fired after PlayerControllerMP.useItemOn (jar MinecraftMixin2.lambda$lunar$postUseItemOnEvent); EtherwarpPreview.method3 checks side==0; serialized/replayed by Nameplate2Impl2.method3 via bridge$useItemOn	com/moonsworth/lunar/client/event/mixin/fishing/mixin/HighlightImpl.java
com.moonsworth.lunar.client.event.mixin.gui	HighlightImpl	com.moonsworth.lunar.client.event.mixin.gui	EventSlotUpdate	(int slot, ItemStack before, ItemStack after); fired after S2FPacketSetSlot applies to cursor/inventory/container (jar NetHandlerPlayClientMixin2 lunar$onSetItemStack/onSetInventorySlot/onSetContainerSlot); 25 SkyBlock menu solvers read getSlot()/method2()/method3()	com/moonsworth/lunar/client/event/mixin/gui/HighlightImpl.java
com.moonsworth.lunar.client.event.mixin.holograms	HighlightImpl	com.moonsworth.lunar.client.event.mixin.holograms	EventClientShutdown	empty event posted by Client.close() (jar Client.close ldc HighlightImpl + method12); PersistentValuesListener flushes config/lunar/persistent.json and Rewind.method8 stops recording	com/moonsworth/lunar/client/event/mixin/holograms/HighlightImpl.java
com.moonsworth.lunar.client.event.mixin.holograms.mixin	HighlightImpl	com.moonsworth.lunar.client.event.mixin.holograms.mixin	EventIchorHandlersLoaded	Map<String, Ichor5Handler_2> keyed by ichor handler id; built by Client.method127(Ichor7) from ichor7.method18() after the Ichor plugin pipeline loads handlers; FogHandler28 consumes the handler map	com/moonsworth/lunar/client/event/mixin/holograms/mixin/HighlightImpl.java
com.moonsworth.lunar.client.event.mixin.nameplate	HighlightImpl	com.moonsworth.lunar.client.event.mixin.nameplate	EventRenderHudBase	abstract HUD-element render event (renderer, scaled resolution, Markers, focused flag); subclass EventRenderHud (focused=true) / EventRenderHudFocused/Data (false); posted per HUD element from EntityRenderer/GuiIngame mixins (jar EntityRendererMixin*.lunar$renderGui); 45 HUD components implement method3(event,w,h,focused)	com/moonsworth/lunar/client/event/mixin/nameplate/HighlightImpl.java
com.moonsworth.lunar.client.event.mixin.rewindhandlers	HighlightImpl	com.moonsworth.lunar.client.event.mixin.rewindhandlers	EventKeybind	(GLFW key BridgeType_8, InputAction, boolean); fired by jar MinecraftMixin2.lambda$lunar$dispatchKeyPress; consumers match key+action (Screenshot, ToggleSneak, SlotBinding, ScreenInteractionHandler, ChatImagePreview ctrl+click, CpsListener via EventMouseButton)	com/moonsworth/lunar/client/event/mixin/rewindhandlers/HighlightImpl.java
