package	old	new	evidence	file
com.moonsworth.lunar.client.framework.feature.debug.fpsdebugmod.profilerdebugmod	Profilerdebugmod2	Profile	one captured profile segment: start-delay timestamp (method1), dirty flag (method8), List<Profilerdebugmod.Data> pause/GC events (method6/method7) and the root Profilerdebugmod4 call tree (field1); serialized by Profilerdebugmod2_2 into data-N.lcprofile
com.moonsworth.lunar.client.framework.feature.debug.fpsdebugmod.profilerdebugmod	Profilerdebugmod3	ProfileMetadata	profile header: branch/hash/mcVersion/uuid, create() reads Nameplate.field1/field3, Bridge.getMinecraftVersion().getDisplayName() and Ref.method4().method31().method10(); written as the first JSON blob of the .lcprofile payload
com.moonsworth.lunar.client.framework.feature.debug.fpsdebugmod.profilerdebugmod	Profilerdebugmod4	ProfileCallNode	call-tree node: className/methodName/lineNumber (from StackTraceElement), accumulated time (method2/method3) and Map<String,Profilerdebugmod4> children (method4/method5); root node methodName="root"; method7/method8 serialize the tree
com.moonsworth.lunar.client.framework.feature.debug.fpsdebugmod.profilerdebugmod	Profilerdebugmod_2	ProfileFlag	@Annotation2 immutable boolean holder (field shouldProfile, ctor(boolean)); leftover of the mixinExtra profiler subtree, no references left in the partial tree
com.moonsworth.lunar.client.framework.feature.debug.fpsdebugmod.profilerdebugmod	Profilerdebugmod_3	StringPool	profile string table: collects strings (method1) then writes them once (method2) and emits indices (writeString); throws "Cannot collect strings after writing"/"Cannot write strings before writing"/"String must be collected before writing"
com.moonsworth.lunar.client.framework.feature.mod.fishing.gui.mixin	Gui2	ImportantItemCategory	one category of important-items.json: HashSet<String> weapons/items/pets (method1/method2/method3); built by fishing.gui.JsonDeserializerIterator from the "weapons"/"items"/"pets" arrays
com.moonsworth.lunar.client.framework.feature.mod.fishing.gui.mixin	Gui4	VanillaItemRegistry	model of skyblock-vanilla-items.json: Map<String,Gui4.Data> item-id -> (vanilla registry name, optional dye colour, optional extra) + int header; Module.method43() exposes it and SkyblockVanillaItemModels.method11 resolves SkyBlock items to vanilla models through it
com.moonsworth.lunar.client.framework.feature.mod.fishing.gui.mixin	Gui5	ImportantItems	model of important-items.json: two Gui2 categories, dungeons + kuudra (JsonDeserializerIterator reads "dungeons"/"kuudra"); Module.method23() exposes it
com.moonsworth.lunar.client.framework.feature.mod.fishing.gui.mixin	GuiType2	LegacyItemRegistry	1.8 -> 1.13 item registry mapping: enum (oneEightName, alternativeName, id, data, oneThirteenName) with ID_TO_NEW_NAME/OLD_NAME_TO_NEW_NAME/ALTERNATIVE_NAME_TO_NAME and idToNewName(id,data); used by SkyblockItemUtil.method4 to resolve legacy items
com.moonsworth.lunar.client.framework.feature.mod.fishing.gui.mixin	GuiType3	ItemRarity	Hypixel item rarity enum ADMIN/ULTIMATE/VERY_SPECIAL/SPECIAL/DIVINE/MYTHIC/LEGENDARY/EPIC/RARE/UNCOMMON/COMMON/NONE with tag/reverseTag, colour code, ComponentMatcher and fromRarity/fromCode; consumed by SkyblockRarityBackground, SkyblockPartyFinder, SkyblockFishingInfoHud
com.moonsworth.lunar.client.framework.feature.mod.gui	Data3	AddInventoryButton	nested Gui$Data3 extends Calculator2Impl4: the "addNewInventoryButton" button of the SkyBlock inventory-buttons movement screen (text "addNewInventoryButton", adds a HighlightButton on click)	com/moonsworth/lunar/client/framework/feature/mod/gui/Gui.java
com.moonsworth.lunar.client.framework.feature.mod.gui	Gui2	SkyBlockCommandOptionsGui	per-command options screen: title "<prettyName> Options", "done" button, keybind field and favorite toggle; opened by Calculator2Updater/Calculator2Updater2 on middle-click
com.moonsworth.lunar.client.framework.feature.mod.gui	Gui3	SkyBlockCommandsGui	main SkyBlock-commands screen (language path ".skyBlockCommands"): lists the profile's commands (Calculator2Updater) and the user's favorited keybinds (Calculator2Updater2)
com.moonsworth.lunar.client.framework.feature.mod.gui	Gui4	SkyBlockSubCommandEditorGui	user-defined sub-command editor: title "<prettyName> Options", "addCommand" button, subCommandInputField and per-sub-command keybind rows; opened when the command has user sub-commands
com.moonsworth.lunar.client.framework.feature.mod.gui	Gui_2	SkyBlockSubCommandSelectGui	sub-command chooser: shows the command icon/name and a Calculator2Updater2 per sub-command ("chooseCommand"/"keyBindHint"); opened when the command has predefined sub-commands
com.moonsworth.lunar.client.framework.feature.rewind.highlight.nameplate	Data2	UndoRedoBatch	nested Nameplate2$Data2 extends Nameplate2.Data3: batch command that undoes its children in reverse order and redoes them forward; pushed by endBatch()	com/moonsworth/lunar/client/framework/feature/rewind/highlight/nameplate/Nameplate2.java
com.moonsworth.lunar.client.framework.feature.rewind.highlight.nameplate	Data3	UndoRedoCommand	nested Nameplate2$Data3: one undoable command holding the undo runnable (field1) and redo runnable (field2); recorded by Nameplate2.method4	com/moonsworth/lunar/client/framework/feature/rewind/highlight/nameplate/Nameplate2.java
com.moonsworth.lunar.client.framework.feature.rewind.highlight.nameplate	Nameplate2	UndoRedoManager	undo/redo transaction manager: beginBatch (method1), endBatch, method4(undo,redo) records a command, undo()/redo()/canUndo()/canRedo(), bounded at 50; passed to every Highlight/TreeMapImpl/Nameplate collection
com.moonsworth.lunar.client.framework.feature.rewind.highlight.nameplate	Nameplate3	TransactionalSet	set counterpart of the Nameplate transactional-map interface: method2/method4 wrap add/remove in undo/redo batches, method6 bulk addAll/clear; implemented by LinkedHashSetImpl
com.moonsworth.lunar.client.framework.feature.rewind.highlight.nameplate	TreeMapImpl2	HighlightTreeMap	TreeMapImpl<Range<Integer>,V> subclass used by rewind.highlight.Highlight: put/remove also maintain Highlight.method12() (the UUID -> (range,value) index) via Fishing/UUID keys
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.nameplate	Nameplate2	GuiScreenContext	toString "GuiScreenContext(guiScreen=..., prevX=..., x=..., prevY=..., y=..., xAnchor=..., yAnchor=..., isShiftDown=..., isCtrlDown=..., mouseButtons=...)"; per-tick GUI state used by MouseMixin/nameplate recorders
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.nameplate	Nameplate3	LocalPlayerContext	toString "LocalPlayerContext(prevX=..., x=..., prevY=..., y=..., prevZ=..., z=..., prevYaw=..., yaw=..., prevPitch=..., pitch=..., view=...)"; the replay's local-player transform
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.nameplate	Nameplate4	ReplayContext	toString "ReplayContext(rewindPlayer=..., localPlayerContext=..., guiScreenContext=..., layerPropertiesContext=..., rewindingContext=..., serverResourcePacks=..., ..., tick=..., skipTick=..., postTickTasks=...)"; the whole rewind/replay state, referenced by ~40 rewind classes
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.nameplate	Nameplate5	RewindingContext	bounded (1000) Deque<Object[]> of queued rewind actions pushed by method1 and popped by method2; named "rewindingContext" in ReplayContext.toString()
com.moonsworth.lunar.client.framework.feature.rewind.rewindhandlers.nameplate	Nameplate_2	EntityContextMenu	coordinates.GuiIterator menu provider for the rewind entity: adds "showContextMenu" (method15), "nametag" and "skin" entries gated on the rewind player's entity type
com.moonsworth.lunar.client.guiRewindhandlers.mixin	GuiRewindhandlers2	ProjectileTracker	tracks the local player's own projectiles: on EventProjectileSpawn within 4 blocks adds them, on EventProjectileHit/Remove drops them and plays the hit sound via FogLoader; static method1(entity) is the "is tracked" query
com.moonsworth.lunar.client.guiRewindhandlers.mixin	GuiRewindhandlers3	ScreenInteractionHandler	screen/GUI behaviour bundle: clears the title on HighlightImpl11, cancels screen close while editing, re-applies movement keybinds on the pause screen (EventScreenUpdate/key event), sets chat scale, denies the crosshair, and drives updateScreen + EventSecond
com.moonsworth.lunar.client.guiRewindhandlers.mixin	GuiRewindhandlers4	HudTimerTicker	WeakHashMap<HudTimer> registry ticked on HighlightImpl9 (render tick); method1 calls HudTimer.method3 on every registered timer
com.moonsworth.lunar.client.guiRewindhandlers.mixin	GuiRewindhandlers5	PlayerCosmeticsSubscription	subscribes/unsubscribes player cosmetics+radio pushes (SubscribeV2Request/UnsubscribeRequest) as players enter/leave view, with 150ms/750ms debounce; method8/method9 enable/disable
com.moonsworth.lunar.client.guiRewindhandlers.mixin	GuiRewindhandlers6	PlayerStatTracker	increments the FogLoader stat counters from gameplay events: eggs/snowballs/ender-pearls (EventItemUse), golden apples (EventItemUseFinish), damage/heal (EventEntityHealthUpdate), hits (EventPlayerReceiveDamage), attack counters and world-change reset
com.moonsworth.lunar.client.highlight.mixin.fishing.mixin	HighlightImpl2	EventUseItem	recorded/replayed "use item" action carrying the hotbar slot int (method1); replayed by nameplate Nameplate2Impl5 via PlayerController.bridge$useItem(slot)
com.moonsworth.lunar.client.highlight.mixin.fishing.mixin	HighlightImpl3	EventEntityItemSpawn	item-entity event carrying the ItemStack (getItem) and the entity (method1); SkyblockDungeonRoutes forwards method1() to RouteTracker.method7, which tracks named dungeon item entities (Decoy/Spirit Leap/...)
com.moonsworth.lunar.client.highlight.mixin.fishing.mixin	HighlightImpl4	EventRenderEntityItem	fired at HEAD of RenderEntityItem.doRender with (renderer, entityRenderer, EntityItem, x, y, z, flag, partialTicks); Items2d cancels it to draw items as 2D sprites
com.moonsworth.lunar.client.highlight.mixin.fishing.mixin	HighlightImpl5	EventRenderEntityItemLegacy	@VersionGate(max=5) legacy render-item event carrying (entity, ItemStack, renderer); no firer/consumer left in the partial tree, named from payload and the HighlightImpl4 sibling
com.moonsworth.lunar.client.highlight.mixin.fishing.mixin	HighlightImpl6	EventMapUpdate	map-update event carrying the map id (getId), the Itemcounter2_3 map data (method1), a boolean (method2) and the MapDecoration collection (method3); DungeonMapListener feeds it into the dungeon map Holograms2
com.moonsworth.lunar.client.highlight.mixin.rewindhandlers	HighlightImpl2	EventInitialScreenOpen	empty cancellable event; the only handler, framework.mixin.Highlight3Handler, cancels it while no EventTick has fired since the last EventScreenChange (startup/first-frame guard). Firers live outside this partial tree
com.moonsworth.lunar.client.highlight.mixin.rewindhandlers	HighlightImpl3	EventMouseButton	mouse-button event: method1() = BridgeType_8.fromMouseButton(field1), method2() = button index, method3() = click count, method4() = DOWN/UP; consumed by ToggleSneak, Screenshot, SkyblockWishingCompass, GuiRewindhandlers6Task and the rewind handlers
com.moonsworth.lunar.client.highlight.mixin.rewindhandlers	HighlightImpl4	EventMouseScroll	mouse-scroll event carrying a double delta (method1); ScrollableTooltips/Scrollabletooltips2 scroll tooltips with it and RewindhandlersImpl.method2 changes the replay camera distance
com.moonsworth.lunar.client.highlight.mixin.rewindhandlers	HighlightImpl5	EventPerspectiveChange	perspective cycle event: field1 is the current third-person view and method1() returns the next value (0->1->2->0); Freelook cancels it while freelook is active
com.moonsworth.lunar.client.highlight.mixin.rewindhandlers	HighlightImpl6	EventMouseWheel	mouse-wheel event carrying a double delta (method1); Zoom uses it for variable zoom, EventRegistrationsHandler forwards it to InputReplayTimer.handleScroll and nameplate Nameplate2Impl5 records/replays it
com.moonsworth.lunar.client.killsounds.mixin	Killsounds2	OptionAccessor	typed accessor over the optionsLC.txt map: process(key, default) / method1(key, double) delegate to Killsounds.method3 and unwrap the JsonPrimitive as int/boolean/String/double/float
com.moonsworth.lunar.client.killsounds.mixin	Killsounds3	OptionMigration	migration-step interface: method1(Config) = applies, method2(key, JsonPrimitive) = migrated value; the three optionLC migration lists in Killsounds hold these
com.moonsworth.lunar.client.killsounds.mixin	Killsounds4	KeyCodeOptionMigration	legacy options migration (Bridge.getMinecraftVersion().method19()): maxFps 0 -> 60, chatOpacity clamped to >= 0.4, and numeric "key_*" values converted to key names via Killsounds.method10
com.moonsworth.lunar.client.killsounds.mixin	Killsounds5	FovOptionMigration	always-applied fov migration: normalises the old -1..1 fov to 30..110 (method3) or, on Config.field13 versions, maps 70..110 back to -1..1
com.moonsworth.lunar.client.killsounds.mixin	Killsounds6	KeyNameOptionMigration	modern options migration (Bridge.getMinecraftVersion().method21()): chatOpacity clamped to >= 0.4 and string "key_*" names converted to numeric codes via Killsounds.method12
