com.moonsworth.lunar.bridge	MixinHelper14	HeldItemChangePacketBridge	packet translator for S09PacketHeldItemChange; impl legacy/wrapper/MixinHelper17 extends MixinHelper_2 super(S09PacketHeldItemChange.class) and builds new S09PacketHeldItemChange(EntityPlayerSP.inventory.currentItem)
com.moonsworth.lunar.bridge	MixinHelper15	NoOpPacketBridge	no-op packet factory: impl legacy/wrapper/MixinHelper18 super(null), method2() returns null; consumed by RewindhandlersNameplateCoreIterator5 at MC_VERSION>=19 (packet class absent from this build)
com.moonsworth.lunar.bridge	MixinHelper16	BossInfoPacketBridge	packet translator for SPacketUpdateBossInfo; quarantined legacy/wrapper/MixinHelper19 super(SPacketUpdateBossInfo.class) and method2() builds SPacketUpdateBossInfo(Operation.ADD, BossInfoClient) list
com.moonsworth.lunar.bridge	MixinHelper17	OpenWindowPacketBridge	packet translator for S2DPacketOpenWindow; impl legacy/wrapper/MixinHelper20 super(S2DPacketOpenWindow.class), builds from Container/ContainerChest inventory (windowId, guiID, displayName, size)
com.moonsworth.lunar.bridge	MixinHelper18	PlayerAbilitiesPacketBridge	packet translator for S39PacketPlayerAbilities; impl legacy/wrapper/MixinHelper21 super(S39PacketPlayerAbilities.class), builds from EntityPlayerSP.capabilities
com.moonsworth.lunar.bridge	MixinHelper19	NoOpPacketListBridge	no-op list factory: impl legacy/wrapper/MixinHelper22 super(null), method2() returns List.of(); consumed by RewindhandlersNameplateCoreIterator5
com.moonsworth.lunar.bridge	MixinHelper2	EntityItemStateBridge	EntityItem duck: bridge$getItemState() (item render state MixinHelper_14) + bridge$renderSeed()/bridge$renderCount(); same methods as quarantined EntityItemMixin, held by the item-highlight event class used by ItemPhysics
com.moonsworth.lunar.bridge	MixinHelper20	SetExperiencePacketBridge	packet translator for S1FPacketSetExperience; impl legacy/wrapper/MixinHelper23 super(S1FPacketSetExperience.class), builds from EntityPlayerSP experience/experienceTotal/experienceLevel
com.moonsworth.lunar.bridge	MixinHelper21	ChunkDataPacketBridge	packet translator for S26PacketMapChunkBulk (<=1.8) / S21PacketChunkData (>=1.9); impl legacy/wrapper/MixinHelper24 returns chunk + TileEntity description packets for a world
com.moonsworth.lunar.bridge	MixinHelper22	NoOpNetHandlerPacketBridge	no-op packet factory: impl legacy/wrapper/MixinHelper25 super(null), method1(NetHandlerPlayClientBridge) returns null; consumed by RewindhandlersNameplateCoreIterator5 (send queue)
com.moonsworth.lunar.bridge	MixinHelper22_2	LegacyFormattingSerializer	implements StyledCharSink (MixinHelper2_11); appends Style colour/decorations as legacy section formatting to a StringBuilder, getResult() returns the serialized string
com.moonsworth.lunar.bridge	MixinHelper23	EffectPacketBridge	packet translator for S28PacketEffect; impl legacy/wrapper/MixinHelper26 super(S28PacketEffect.class), builds from (effectId, BlockPos, data) with 1.7/1.8 branch
com.moonsworth.lunar.bridge	MixinHelper24	SpawnObjectPacketBridge	packet translator S0EPacketSpawnObject -> S13PacketDestroyEntities; impl legacy/wrapper/MixinHelper27 super(S0EPacketSpawnObject.class), method6 reuses entityId
com.moonsworth.lunar.bridge	MixinHelper25	WindowItemsPacketBridge	packet translator for S30PacketWindowItems; impl legacy/wrapper/MixinHelper28 super(S30PacketWindowItems.class), builds from Container.windowId + getInventory()
com.moonsworth.lunar.bridge	MixinHelper26	NoOpBatchPacketBridge	no-op packet factory: impl legacy/wrapper/MixinHelper29 super(null), method2() returns null; consumed by RewindhandlersNameplateCoreIterator5
com.moonsworth.lunar.bridge	MixinHelper27	ServerDifficultyPacketBridge	packet translator for S41PacketServerDifficulty; impl legacy/wrapper/MixinHelper30 super(version-gated S41 class), builds from World difficulty + isDifficultyLocked
com.moonsworth.lunar.bridge	MixinHelper28	EntityMovePacketBridge	packet translator for S14PacketEntity (+S15PacketEntityRelMove/S17PacketEntityLookMove); quarantined legacy/wrapper/MixinHelper31 negates posX/Y/Z, yaw, pitch (rewind inverse)
com.moonsworth.lunar.bridge	MixinHelper29	PlayerListItemPacketBridge	packet translator for S38PacketPlayerListItem; quarantined legacy/wrapper/MixinHelper2 builds ADD_PLAYER entries from NetHandlerPlayClient.playerInfoMap + WorldClient.playerEntities (1.7/1.8 branches)
com.moonsworth.lunar.bridge	MixinHelper2_10	BedPartTypeBridge	duck on BlockBed.EnumPartType: bridge$isFoot(); EnumPartTypeMixin @Mixin(EnumPartType) implements it, used by Hypixelbedwars / Bridge2Handler.bridge$getBedPartValue
